datetime (UTC),"coordinates (lat,lon)",model (name),model elevation (surface),utc_offset (hrs),temperature (degC),dewpoint_temperature (degC),relative_humidity (0-1),wind_speed (m/s),mean_sea_level_pressure (Pa),total_precipitation (mm of water equivalent),snowfall (mm of water equivalent)
2007-12-12,"(34.0544, -118.2439)",era5,229.44,-8.00,9.54,-3.15,0.44,1.58,102390.24,0.00,0.00
2007-12-13,"(34.0544, -118.2439)",era5,229.44,-8.00,9.35,-3.48,0.43,1.63,102121.79,0.00,0.00
2007-12-14,"(34.0544, -118.2439)",era5,229.44,-8.00,9.45,-3.28,0.43,1.37,102074.31,0.00,0.00
2007-12-15,"(34.0544, -118.2439)",era5,229.44,-8.00,10.66,-3.73,0.40,1.54,102357.83,0.00,0.00
2007-12-16,"(34.0544, -118.2439)",era5,229.44,-8.00,10.97,-3.16,0.41,1.66,101913.81,0.00,0.00
2007-12-17,"(34.0544, -118.2439)",era5,229.44,-8.00,10.47,1.25,0.54,1.62,101766.09,0.00,0.00
2007-12-18,"(34.0544, -118.2439)",era5,229.44,-8.00,12.35,7.77,0.74,1.62,102091.15,0.09,0.00
2007-12-19,"(34.0544, -118.2439)",era5,229.44,-8.00,12.38,10.49,0.88,1.72,102136.56,0.38,0.00
2007-12-20,"(34.0544, -118.2439)",era5,229.44,-8.00,12.63,10.37,0.87,1.14,102202.68,0.03,0.00
2007-12-21,"(34.0544, -118.2439)",era5,229.44,-8.00,10.03,1.70,0.61,2.51,101852.53,0.06,0.00
2007-12-22,"(34.0544, -118.2439)",era5,229.44,-8.00,8.55,-4.10,0.43,2.01,102508.77,0.00,0.00
2007-12-23,"(34.0544, -118.2439)",era5,229.44,-8.00,10.76,-3.84,0.39,2.47,102496.42,0.00,0.00
2007-12-24,"(34.0544, -118.2439)",era5,229.44,-8.00,13.54,0.73,0.44,2.11,102079.14,0.00,0.00
2007-12-25,"(34.0544, -118.2439)",era5,229.44,-8.00,12.90,-4.43,0.36,2.97,101928.85,0.00,0.00
2007-12-26,"(34.0544, -118.2439)",era5,229.44,-8.00,9.74,-9.16,0.29,1.64,102039.90,0.00,0.00
2007-12-27,"(34.0544, -118.2439)",era5,229.44,-8.00,8.41,-8.92,0.31,3.00,101898.56,0.00,0.00
2007-12-28,"(34.0544, -118.2439)",era5,229.44,-8.00,8.36,-12.16,0.23,1.48,102236.45,0.00,0.00
2007-12-29,"(34.0544, -118.2439)",era5,229.44,-8.00,10.23,-0.34,0.48,1.02,102081.84,0.00,0.00
2007-12-30,"(34.0544, -118.2439)",era5,229.44,-8.00,9.96,4.13,0.69,1.08,102141.07,0.00,0.00
2007-12-31,"(34.0544, -118.2439)",era5,229.44,-8.00,11.47,1.65,0.59,2.17,101944.36,0.00,0.00
2008-01-01,"(34.0544, -118.2439)",era5,229.44,-8.00,13.75,-11.44,0.18,3.60,102176.42,0.00,0.00
2008-01-02,"(34.0544, -118.2439)",era5,229.44,-8.00,13.77,-15.54,0.12,2.60,101987.43,0.00,0.00
2008-01-03,"(34.0544, -118.2439)",era5,229.44,-8.00,13.98,-11.14,0.18,1.73,101830.21,0.00,0.00
2008-01-04,"(34.0544, -118.2439)",era5,229.44,-8.00,12.33,5.63,0.66,2.80,101827.87,0.11,0.00
2008-01-05,"(34.0544, -118.2439)",era5,229.44,-8.00,12.62,11.16,0.91,3.56,101371.20,2.14,0.00
2008-01-06,"(34.0544, -118.2439)",era5,229.44,-8.00,11.62,8.94,0.84,2.06,101428.30,0.31,0.00
2008-01-07,"(34.0544, -118.2439)",era5,229.44,-8.00,9.67,5.60,0.77,2.27,101228.66,0.38,0.00
2008-01-08,"(34.0544, -118.2439)",era5,229.44,-8.00,9.19,4.94,0.75,1.50,102058.96,0.00,0.00
2008-01-09,"(34.0544, -118.2439)",era5,229.44,-8.00,9.92,7.05,0.83,0.92,102110.27,0.00,0.00
2008-01-10,"(34.0544, -118.2439)",era5,229.44,-8.00,10.40,6.60,0.78,1.09,102009.90,0.00,0.00
2008-01-11,"(34.0544, -118.2439)",era5,229.44,-8.00,12.02,8.10,0.79,1.31,101806.01,0.00,0.00
2008-01-12,"(34.0544, -118.2439)",era5,229.44,-8.00,12.48,6.75,0.70,1.75,101755.47,0.00,0.00
2008-01-13,"(34.0544, -118.2439)",era5,229.44,-8.00,13.52,5.27,0.62,2.30,101926.02,0.00,0.00
2008-01-14,"(34.0544, -118.2439)",era5,229.44,-8.00,13.43,2.55,0.51,2.31,102207.44,0.00,0.00
2008-01-15,"(34.0544, -118.2439)",era5,229.44,-8.00,12.16,3.12,0.57,1.75,102037.45,0.00,0.00
2008-01-16,"(34.0544, -118.2439)",era5,229.44,-8.00,11.27,3.81,0.65,1.37,101457.43,0.00,0.00
2008-01-17,"(34.0544, -118.2439)",era5,229.44,-8.00,10.08,-8.41,0.28,2.34,101775.84,0.00,0.00
2008-01-18,"(34.0544, -118.2439)",era5,229.44,-8.00,9.08,-2.22,0.48,1.60,101959.01,0.00,0.00
2008-01-19,"(34.0544, -118.2439)",era5,229.44,-8.00,10.29,-0.02,0.52,1.65,102271.90,0.00,0.00
2008-01-20,"(34.0544, -118.2439)",era5,229.44,-8.00,9.91,1.08,0.56,1.70,101722.19,0.00,0.00
2008-01-21,"(34.0544, -118.2439)",era5,229.44,-8.00,9.89,5.58,0.75,1.87,101531.33,0.04,0.00
2008-01-22,"(34.0544, -118.2439)",era5,229.44,-8.00,9.44,4.76,0.73,2.02,101959.70,0.12,0.00
2008-01-23,"(34.0544, -118.2439)",era5,229.44,-8.00,9.92,5.90,0.76,2.47,101741.23,0.12,0.00
2008-01-24,"(34.0544, -118.2439)",era5,229.44,-8.00,8.17,5.56,0.84,2.54,101415.19,1.04,0.01
2008-01-25,"(34.0544, -118.2439)",era5,229.44,-8.00,10.20,7.33,0.83,4.18,101687.63,1.20,0.00
2008-01-26,"(34.0544, -118.2439)",era5,229.44,-8.00,10.54,5.20,0.72,2.33,102097.67,0.02,0.00
2008-01-27,"(34.0544, -118.2439)",era5,229.44,-8.00,13.44,9.39,0.78,4.54,101315.27,2.14,0.00
2008-01-28,"(34.0544, -118.2439)",era5,229.44,-8.00,11.19,7.79,0.80,3.66,101451.34,0.76,0.00
2008-01-29,"(34.0544, -118.2439)",era5,229.44,-8.00,8.52,4.16,0.75,1.54,102118.35,0.00,0.00
2008-01-30,"(34.0544, -118.2439)",era5,229.44,-8.00,8.66,2.84,0.69,1.81,102146.63,0.00,0.00
2008-01-31,"(34.0544, -118.2439)",era5,229.44,-8.00,8.76,0.33,0.59,2.19,102413.42,0.00,0.00
2008-02-01,"(34.0544, -118.2439)",era5,229.44,-8.00,9.46,3.00,0.65,1.41,102170.44,0.01,0.00
2008-02-02,"(34.0544, -118.2439)",era5,229.44,-8.00,10.20,5.88,0.76,1.19,101912.91,0.02,0.00
2008-02-03,"(34.0544, -118.2439)",era5,229.44,-8.00,9.96,7.25,0.84,2.52,101585.69,0.45,0.00
2008-02-04,"(34.0544, -118.2439)",era5,229.44,-8.00,9.20,3.36,0.69,2.66,101248.71,0.03,0.00
2008-02-05,"(34.0544, -118.2439)",era5,229.44,-8.00,8.63,-0.65,0.55,2.15,102142.28,0.00,0.00
2008-02-06,"(34.0544, -118.2439)",era5,229.44,-8.00,8.92,1.24,0.60,1.46,102452.60,0.00,0.00
2008-02-07,"(34.0544, -118.2439)",era5,229.44,-8.00,10.76,4.73,0.69,1.55,102184.47,0.00,0.00
2008-02-08,"(34.0544, -118.2439)",era5,229.44,-8.00,13.21,6.96,0.69,1.53,101841.55,0.00,0.00
2008-02-09,"(34.0544, -118.2439)",era5,229.44,-8.00,14.96,6.01,0.59,1.87,101781.66,0.00,0.00
2008-02-10,"(34.0544, -118.2439)",era5,229.44,-8.00,15.21,6.20,0.58,1.66,101806.50,0.00,0.00
2008-02-11,"(34.0544, -118.2439)",era5,229.44,-8.00,14.92,7.24,0.62,1.54,101729.00,0.00,0.00
2008-02-12,"(34.0544, -118.2439)",era5,229.44,-8.00,15.39,7.29,0.62,1.58,101696.29,0.00,0.00
2008-02-13,"(34.0544, -118.2439)",era5,229.44,-8.00,13.39,8.44,0.73,1.51,101340.31,0.00,0.00
2008-02-14,"(34.0544, -118.2439)",era5,229.44,-8.00,11.22,3.20,0.63,2.09,100884.92,0.09,0.00
2008-02-15,"(34.0544, -118.2439)",era5,229.44,-8.00,10.97,-4.03,0.37,2.14,101624.01,0.00,0.00
2008-02-16,"(34.0544, -118.2439)",era5,229.44,-8.00,10.77,1.68,0.56,1.45,102100.09,0.00,0.00
2008-02-17,"(34.0544, -118.2439)",era5,229.44,-8.00,11.11,6.63,0.75,1.31,102002.61,0.00,0.00
2008-02-18,"(34.0544, -118.2439)",era5,229.44,-8.00,12.18,7.34,0.73,1.08,101755.13,0.00,0.00
2008-02-19,"(34.0544, -118.2439)",era5,229.44,-8.00,11.88,8.79,0.82,1.31,101828.88,0.02,0.00
2008-02-20,"(34.0544, -118.2439)",era5,229.44,-8.00,11.41,9.20,0.87,2.01,101896.17,0.12,0.00
2008-02-21,"(34.0544, -118.2439)",era5,229.44,-8.00,10.58,7.37,0.81,2.27,101702.74,0.04,0.00
2008-02-22,"(34.0544, -118.2439)",era5,229.44,-8.00,11.07,8.34,0.83,3.24,101503.16,0.39,0.00
2008-02-23,"(34.0544, -118.2439)",era5,229.44,-8.00,10.18,6.27,0.78,1.95,101825.37,0.02,0.00
2008-02-24,"(34.0544, -118.2439)",era5,229.44,-8.00,11.22,7.81,0.80,3.07,102003.91,0.61,0.00
2008-02-25,"(34.0544, -118.2439)",era5,229.44,-8.00,11.66,7.65,0.78,1.13,102241.31,0.02,0.00
2008-02-26,"(34.0544, -118.2439)",era5,229.44,-8.00,14.38,6.12,0.62,2.01,102046.45,0.00,0.00
2008-02-27,"(34.0544, -118.2439)",era5,229.44,-8.00,16.09,5.81,0.54,1.86,101834.16,0.00,0.00
2008-02-28,"(34.0544, -118.2439)",era5,229.44,-8.00,14.89,8.91,0.70,1.46,101247.13,0.00,0.00
2008-02-29,"(34.0544, -118.2439)",era5,229.44,-8.00,13.88,10.51,0.81,1.12,101596.60,0.00,0.00
2008-03-01,"(34.0544, -118.2439)",era5,229.44,-8.00,12.91,10.28,0.84,1.54,102028.72,0.01,0.00
2008-03-02,"(34.0544, -118.2439)",era5,229.44,-8.00,12.42,5.08,0.69,1.40,101637.11,0.00,0.00
2008-03-03,"(34.0544, -118.2439)",era5,229.44,-8.00,13.51,-2.07,0.38,1.84,102203.39,0.00,0.00
2008-03-04,"(34.0544, -118.2439)",era5,229.44,-8.00,13.53,1.26,0.47,1.76,101849.21,0.00,0.00
2008-03-05,"(34.0544, -118.2439)",era5,229.44,-8.00,13.77,6.35,0.64,1.24,101458.82,0.00,0.00
2008-03-06,"(34.0544, -118.2439)",era5,229.44,-8.00,13.22,-1.19,0.40,1.77,102031.89,0.00,0.00
2008-03-07,"(34.0544, -118.2439)",era5,229.44,-8.00,14.58,1.93,0.47,1.49,102214.55,0.00,0.00
2008-03-08,"(34.0544, -118.2439)",era5,229.44,-8.00,14.72,5.03,0.55,1.77,101833.44,0.00,0.00
2008-03-09,"(34.0544, -118.2439)",era5,229.44,-8.00,15.67,3.87,0.51,1.66,101559.43,0.00,0.00
2008-03-10,"(34.0544, -118.2439)",era5,229.44,-8.00,17.15,-0.58,0.33,1.84,102081.48,0.00,0.00
2008-03-11,"(34.0544, -118.2439)",era5,229.44,-8.00,17.43,2.19,0.40,1.59,102127.23,0.00,0.00
2008-03-12,"(34.0544, -118.2439)",era5,229.44,-8.00,16.71,6.40,0.53,1.57,101638.70,0.00,0.00
2008-03-13,"(34.0544, -118.2439)",era5,229.44,-8.00,16.41,8.76,0.62,1.40,101527.27,0.00,0.00
2008-03-14,"(34.0544, -118.2439)",era5,229.44,-8.00,15.66,9.71,0.70,1.46,101541.37,0.03,0.00
2008-03-15,"(34.0544, -118.2439)",era5,229.44,-8.00,12.68,3.85,0.57,1.87,101344.96,0.05,0.00
2008-03-16,"(34.0544, -118.2439)",era5,229.44,-8.00,10.84,-0.23,0.50,2.25,100951.91,0.01,0.00
2008-03-17,"(34.0544, -118.2439)",era5,229.44,-8.00,12.54,-2.93,0.39,2.38,101661.42,0.00,0.00
2008-03-18,"(34.0544, -118.2439)",era5,229.44,-8.00,13.50,0.46,0.44,1.72,102061.54,0.00,0.00
2008-03-19,"(34.0544, -118.2439)",era5,229.44,-8.00,13.68,6.16,0.63,1.45,102039.19,0.00,0.00
2008-03-20,"(34.0544, -118.2439)",era5,229.44,-8.00,14.04,6.85,0.65,1.45,101835.20,0.00,0.00
2008-03-21,"(34.0544, -118.2439)",era5,229.44,-8.00,15.98,5.32,0.55,1.65,101931.84,0.00,0.00
2008-03-22,"(34.0544, -118.2439)",era5,229.44,-8.00,18.33,1.77,0.39,1.86,101797.33,0.00,0.00
2008-03-23,"(34.0544, -118.2439)",era5,229.44,-8.00,20.34,-5.13,0.20,2.02,101743.67,0.00,0.00
2008-03-24,"(34.0544, -118.2439)",era5,229.44,-8.00,19.90,-3.01,0.24,2.04,101556.93,0.00,0.00
2008-03-25,"(34.0544, -118.2439)",era5,229.44,-8.00,17.02,4.39,0.45,1.65,101562.40,0.00,0.00
2008-03-26,"(34.0544, -118.2439)",era5,229.44,-8.00,16.33,8.18,0.61,1.80,101803.63,0.00,0.00
2008-03-27,"(34.0544, -118.2439)",era5,229.44,-8.00,15.83,6.51,0.57,1.43,101643.21,0.00,0.00
2008-03-28,"(34.0544, -118.2439)",era5,229.44,-8.00,14.15,5.44,0.58,1.70,101263.45,0.00,0.00
2008-03-29,"(34.0544, -118.2439)",era5,229.44,-8.00,13.02,7.85,0.72,2.22,101258.96,0.00,0.00
2008-03-30,"(34.0544, -118.2439)",era5,229.44,-8.00,11.08,7.83,0.82,2.60,101455.66,0.03,0.00
2008-03-31,"(34.0544, -118.2439)",era5,229.44,-8.00,9.50,4.65,0.74,1.81,101889.57,0.00,0.00
2008-04-01,"(34.0544, -118.2439)",era5,229.44,-8.00,12.03,6.53,0.71,1.58,101767.01,0.00,0.00
2008-04-02,"(34.0544, -118.2439)",era5,229.44,-8.00,12.29,6.40,0.69,1.70,101733.33,0.00,0.00
2008-04-03,"(34.0544, -118.2439)",era5,229.44,-8.00,13.84,9.02,0.74,1.51,101903.12,0.09,0.00
2008-04-04,"(34.0544, -118.2439)",era5,229.44,-8.00,14.29,9.84,0.76,1.57,101979.91,0.00,0.00
2008-04-05,"(34.0544, -118.2439)",era5,229.44,-8.00,14.01,9.41,0.75,1.92,101423.72,0.01,0.00
2008-04-06,"(34.0544, -118.2439)",era5,229.44,-8.00,13.42,9.03,0.76,2.02,101478.46,0.01,0.00
2008-04-07,"(34.0544, -118.2439)",era5,229.44,-8.00,13.86,8.44,0.72,1.79,101627.52,0.00,0.00
2008-04-08,"(34.0544, -118.2439)",era5,229.44,-8.00,13.33,7.75,0.71,1.95,101450.75,0.00,0.00
2008-04-09,"(34.0544, -118.2439)",era5,229.44,-8.00,12.55,5.00,0.64,1.82,101210.74,0.00,0.00
2008-04-10,"(34.0544, -118.2439)",era5,229.44,-8.00,14.36,4.87,0.57,1.56,101507.75,0.00,0.00
2008-04-11,"(34.0544, -118.2439)",era5,229.44,-8.00,17.84,4.41,0.48,1.68,101745.12,0.00,0.00
2008-04-12,"(34.0544, -118.2439)",era5,229.44,-8.00,21.85,-1.89,0.24,2.14,101749.48,0.00,0.00
2008-04-13,"(34.0544, -118.2439)",era5,229.44,-8.00,24.07,-4.64,0.16,1.97,101497.49,0.00,0.00
2008-04-14,"(34.0544, -118.2439)",era5,229.44,-8.00,22.42,0.20,0.25,2.21,101265.42,0.00,0.00
2008-04-15,"(34.0544, -118.2439)",era5,229.44,-8.00,16.32,7.91,0.60,2.15,101329.00,0.00,0.00
2008-04-16,"(34.0544, -118.2439)",era5,229.44,-8.00,14.67,5.40,0.57,1.63,101452.97,0.00,0.00
2008-04-17,"(34.0544, -118.2439)",era5,229.44,-8.00,17.59,1.31,0.39,1.76,101663.03,0.00,0.00
2008-04-18,"(34.0544, -118.2439)",era5,229.44,-8.00,18.75,1.80,0.35,1.89,101529.38,0.00,0.00
2008-04-19,"(34.0544, -118.2439)",era5,229.44,-8.00,15.02,5.80,0.57,2.32,101201.70,0.00,0.00
2008-04-20,"(34.0544, -118.2439)",era5,229.44,-8.00,12.64,6.35,0.68,2.09,101520.89,0.00,0.00
2008-04-21,"(34.0544, -118.2439)",era5,229.44,-8.00,13.16,4.20,0.57,1.97,101632.70,0.00,0.00
2008-04-22,"(34.0544, -118.2439)",era5,229.44,-8.00,14.18,5.66,0.59,1.77,101516.45,0.00,0.00
2008-04-23,"(34.0544, -118.2439)",era5,229.44,-8.00,14.46,6.96,0.63,2.19,101525.30,0.00,0.00
2008-04-24,"(34.0544, -118.2439)",era5,229.44,-8.00,14.95,6.40,0.61,1.64,101708.40,0.00,0.00
2008-04-25,"(34.0544, -118.2439)",era5,229.44,-8.00,18.64,3.53,0.43,1.84,101721.28,0.00,0.00
2008-04-26,"(34.0544, -118.2439)",era5,229.44,-8.00,22.97,0.09,0.25,2.00,101469.93,0.00,0.00
2008-04-27,"(34.0544, -118.2439)",era5,229.44,-8.00,26.07,-2.63,0.17,2.20,101400.76,0.00,0.00
2008-04-28,"(34.0544, -118.2439)",era5,229.44,-8.00,25.40,-3.79,0.16,2.15,101351.35,0.00,0.00
2008-04-29,"(34.0544, -118.2439)",era5,229.44,-8.00,21.53,5.30,0.38,2.16,101088.11,0.00,0.00
2008-04-30,"(34.0544, -118.2439)",era5,229.44,-8.00,16.24,9.36,0.66,2.49,101081.96,0.00,0.00
2008-05-01,"(34.0544, -118.2439)",era5,229.44,-8.00,15.75,6.05,0.58,1.40,101279.84,0.00,0.00
2008-05-02,"(34.0544, -118.2439)",era5,229.44,-8.00,18.09,3.04,0.40,1.71,101372.09,0.00,0.00
2008-05-03,"(34.0544, -118.2439)",era5,229.44,-8.00,18.96,4.82,0.42,2.14,101310.26,0.00,0.00
2008-05-04,"(34.0544, -118.2439)",era5,229.44,-8.00,16.20,8.05,0.61,2.27,101077.77,0.00,0.00
2008-05-05,"(34.0544, -118.2439)",era5,229.44,-8.00,15.25,8.22,0.64,2.19,101138.53,0.00,0.00
2008-05-06,"(34.0544, -118.2439)",era5,229.44,-8.00,14.71,9.77,0.74,2.29,101321.51,0.00,0.00
2008-05-07,"(34.0544, -118.2439)",era5,229.44,-8.00,15.07,9.89,0.72,2.32,101547.29,0.02,0.00
2008-05-08,"(34.0544, -118.2439)",era5,229.44,-8.00,15.34,9.78,0.71,2.00,101367.78,0.01,0.00
2008-05-09,"(34.0544, -118.2439)",era5,229.44,-8.00,15.41,10.13,0.72,2.16,101228.19,0.00,0.00
2008-05-10,"(34.0544, -118.2439)",era5,229.44,-8.00,15.93,10.26,0.70,1.92,101433.65,0.01,0.00
2008-05-11,"(34.0544, -118.2439)",era5,229.44,-8.00,16.58,10.79,0.70,1.90,101403.77,0.00,0.00
2008-05-12,"(34.0544, -118.2439)",era5,229.44,-8.00,14.85,9.34,0.70,2.27,101293.13,0.00,0.00
2008-05-13,"(34.0544, -118.2439)",era5,229.44,-8.00,16.59,6.21,0.58,1.49,101229.48,0.00,0.00
2008-05-14,"(34.0544, -118.2439)",era5,229.44,-8.00,19.59,6.84,0.47,1.92,101468.71,0.00,0.00
2008-05-15,"(34.0544, -118.2439)",era5,229.44,-8.00,22.13,9.29,0.48,1.40,101187.73,0.00,0.00
2008-05-16,"(34.0544, -118.2439)",era5,229.44,-8.00,24.57,9.33,0.43,1.61,101311.20,0.00,0.00
2008-05-17,"(34.0544, -118.2439)",era5,229.44,-8.00,26.47,7.29,0.31,1.97,101462.81,0.00,0.00
2008-05-18,"(34.0544, -118.2439)",era5,229.44,-8.00,26.60,11.08,0.41,1.99,101247.52,0.00,0.00
2008-05-19,"(34.0544, -118.2439)",era5,229.44,-8.00,25.65,12.20,0.46,2.03,101048.68,0.00,0.00
2008-05-20,"(34.0544, -118.2439)",era5,229.44,-8.00,21.45,11.76,0.56,2.12,101244.40,0.00,0.00
2008-05-21,"(34.0544, -118.2439)",era5,229.44,-8.00,18.24,10.00,0.63,2.39,100879.88,0.00,0.00
2008-05-22,"(34.0544, -118.2439)",era5,229.44,-8.00,17.73,6.84,0.51,1.73,99955.92,0.04,0.00
2008-05-23,"(34.0544, -118.2439)",era5,229.44,-8.00,14.44,9.21,0.71,3.24,100074.58,0.15,0.00
2008-05-24,"(34.0544, -118.2439)",era5,229.44,-8.00,12.80,7.89,0.73,1.93,101106.35,0.06,0.00
2008-05-25,"(34.0544, -118.2439)",era5,229.44,-8.00,13.30,6.26,0.64,1.60,101383.28,0.01,0.00
2008-05-26,"(34.0544, -118.2439)",era5,229.44,-8.00,13.94,7.63,0.67,1.74,101367.86,0.01,0.00
2008-05-27,"(34.0544, -118.2439)",era5,229.44,-8.00,15.55,9.17,0.67,1.85,101469.29,0.00,0.00
2008-05-28,"(34.0544, -118.2439)",era5,229.44,-8.00,15.85,8.32,0.63,1.96,101525.17,0.00,0.00
2008-05-29,"(34.0544, -118.2439)",era5,229.44,-8.00,17.08,8.74,0.61,1.98,101587.21,0.00,0.00
2008-05-30,"(34.0544, -118.2439)",era5,229.44,-8.00,18.22,9.32,0.59,1.94,101553.51,0.00,0.00
2008-05-31,"(34.0544, -118.2439)",era5,229.44,-8.00,17.97,9.69,0.60,1.97,101627.50,0.00,0.00
2008-06-01,"(34.0544, -118.2439)",era5,229.44,-8.00,17.99,10.24,0.63,1.82,101515.49,0.00,0.00
2008-06-02,"(34.0544, -118.2439)",era5,229.44,-8.00,18.10,10.79,0.64,1.95,101420.74,0.00,0.00
2008-06-03,"(34.0544, -118.2439)",era5,229.44,-8.00,17.84,10.92,0.66,2.05,101240.40,0.00,0.00
2008-06-04,"(34.0544, -118.2439)",era5,229.44,-8.00,16.93,11.24,0.71,2.33,100752.78,0.01,0.00
2008-06-05,"(34.0544, -118.2439)",era5,229.44,-8.00,18.04,9.38,0.60,1.73,100798.30,0.00,0.00
2008-06-06,"(34.0544, -118.2439)",era5,229.44,-8.00,20.70,9.92,0.52,1.72,100894.66,0.00,0.00
2008-06-07,"(34.0544, -118.2439)",era5,229.44,-8.00,20.07,10.54,0.56,1.90,100764.21,0.00,0.00
2008-06-08,"(34.0544, -118.2439)",era5,229.44,-8.00,19.62,10.95,0.60,1.66,100944.53,0.00,0.00
2008-06-09,"(34.0544, -118.2439)",era5,229.44,-8.00,20.92,11.60,0.58,1.55,101014.63,0.00,0.00
2008-06-10,"(34.0544, -118.2439)",era5,229.44,-8.00,19.78,12.36,0.65,1.96,100921.23,0.00,0.00
2008-06-11,"(34.0544, -118.2439)",era5,229.44,-8.00,18.48,10.93,0.64,1.91,101008.78,0.00,0.00
2008-06-12,"(34.0544, -118.2439)",era5,229.44,-8.00,19.10,12.15,0.67,1.95,101133.79,0.00,0.00
2008-06-13,"(34.0544, -118.2439)",era5,229.44,-8.00,20.16,12.34,0.63,1.74,101319.37,0.00,0.00
2008-06-14,"(34.0544, -118.2439)",era5,229.44,-8.00,20.68,12.25,0.62,1.63,101407.34,0.00,0.00
2008-06-15,"(34.0544, -118.2439)",era5,229.44,-8.00,21.15,10.87,0.54,1.48,101190.33,0.00,0.00
2008-06-16,"(34.0544, -118.2439)",era5,229.44,-8.00,22.51,11.17,0.52,1.51,101084.86,0.00,0.00
2008-06-17,"(34.0544, -118.2439)",era5,229.44,-8.00,23.80,11.77,0.50,1.67,101292.45,0.00,0.00
2008-06-18,"(34.0544, -118.2439)",era5,229.44,-8.00,24.89,10.15,0.44,1.56,101281.62,0.00,0.00
2008-06-19,"(34.0544, -118.2439)",era5,229.44,-8.00,26.76,7.91,0.34,1.67,101053.49,0.00,0.00
2008-06-20,"(34.0544, -118.2439)",era5,229.44,-8.00,27.76,8.83,0.34,1.50,100982.42,0.00,0.00
2008-06-21,"(34.0544, -118.2439)",era5,229.44,-8.00,30.34,9.71,0.30,1.94,101067.80,0.00,0.00
2008-06-22,"(34.0544, -118.2439)",era5,229.44,-8.00,29.32,9.98,0.32,2.04,101222.35,0.00,0.00
2008-06-23,"(34.0544, -118.2439)",era5,229.44,-8.00,25.78,12.45,0.46,2.10,101094.93,0.00,0.00
2008-06-24,"(34.0544, -118.2439)",era5,229.44,-8.00,22.74,12.67,0.56,2.08,101156.30,0.00,0.00
2008-06-25,"(34.0544, -118.2439)",era5,229.44,-8.00,21.33,13.05,0.61,2.03,101272.82,0.00,0.00
2008-06-26,"(34.0544, -118.2439)",era5,229.44,-8.00,20.37,13.10,0.65,1.96,101292.94,0.00,0.00
2008-06-27,"(34.0544, -118.2439)",era5,229.44,-8.00,20.50,12.75,0.63,1.89,101155.58,0.00,0.00
2008-06-28,"(34.0544, -118.2439)",era5,229.44,-8.00,21.07,12.49,0.60,1.64,101370.36,0.00,0.00
2008-06-29,"(34.0544, -118.2439)",era5,229.44,-8.00,22.39,12.85,0.58,1.74,101448.59,0.00,0.00
2008-06-30,"(34.0544, -118.2439)",era5,229.44,-8.00,24.19,10.57,0.45,1.80,101354.06,0.00,0.00
2008-07-01,"(34.0544, -118.2439)",era5,229.44,-8.00,24.07,10.42,0.44,1.91,101162.66,0.00,0.00
2008-07-02,"(34.0544, -118.2439)",era5,229.44,-8.00,23.82,12.30,0.51,1.68,100913.20,0.00,0.00
2008-07-03,"(34.0544, -118.2439)",era5,229.44,-8.00,23.78,12.11,0.51,1.64,100813.66,0.00,0.00
2008-07-04,"(34.0544, -118.2439)",era5,229.44,-8.00,24.71,12.22,0.48,1.53,100890.56,0.00,0.00
2008-07-05,"(34.0544, -118.2439)",era5,229.44,-8.00,24.86,13.46,0.52,1.95,100962.10,0.00,0.00
2008-07-06,"(34.0544, -118.2439)",era5,229.44,-8.00,23.00,13.17,0.56,1.75,100805.17,0.00,0.00
2008-07-07,"(34.0544, -118.2439)",era5,229.44,-8.00,22.88,13.06,0.56,1.72,100683.57,0.00,0.00
2008-07-08,"(34.0544, -118.2439)",era5,229.44,-8.00,23.67,14.36,0.58,2.08,100696.28,0.00,0.00
2008-07-09,"(34.0544, -118.2439)",era5,229.44,-8.00,22.39,14.48,0.63,2.08,100766.30,0.00,0.00
2008-07-10,"(34.0544, -118.2439)",era5,229.44,-8.00,22.70,14.79,0.62,1.86,100840.03,0.00,0.00
2008-07-11,"(34.0544, -118.2439)",era5,229.44,-8.00,22.35,15.28,0.65,1.91,101123.50,0.00,0.00
2008-07-12,"(34.0544, -118.2439)",era5,229.44,-8.00,23.21,15.59,0.64,1.67,101425.04,0.00,0.00
2008-07-13,"(34.0544, -118.2439)",era5,229.44,-8.00,23.24,15.34,0.63,1.65,101434.83,0.06,0.00
2008-07-14,"(34.0544, -118.2439)",era5,229.44,-8.00,23.52,15.66,0.63,1.79,101243.19,0.00,0.00
2008-07-15,"(34.0544, -118.2439)",era5,229.44,-8.00,23.72,14.93,0.60,1.87,101332.25,0.00,0.00
2008-07-16,"(34.0544, -118.2439)",era5,229.44,-8.00,24.22,15.40,0.60,1.92,101434.33,0.00,0.00
2008-07-17,"(34.0544, -118.2439)",era5,229.44,-8.00,23.51,15.35,0.62,1.85,101326.68,0.00,0.00
2008-07-18,"(34.0544, -118.2439)",era5,229.44,-8.00,22.58,14.60,0.62,1.83,101068.90,0.00,0.00
2008-07-19,"(34.0544, -118.2439)",era5,229.44,-8.00,22.01,14.25,0.63,2.01,100889.99,0.00,0.00
2008-07-20,"(34.0544, -118.2439)",era5,229.44,-8.00,20.82,14.01,0.66,2.05,101105.51,0.00,0.00
2008-07-21,"(34.0544, -118.2439)",era5,229.44,-8.00,21.12,13.99,0.66,1.67,101277.13,0.00,0.00
